-0.160800,0.081300,0.660800,0.000000,0.257700,-0.966200
0.116700,-0.105800,-0.986600,0.224000,-0.067890,-0.972200
0.252900,0.369100,-0.150500,0.339400,0.939900,-0.036490
-0.327800,-0.115400,-0.294500,0.985700,0.168600,-0.008362
0.318700,-0.130700,0.273200,0.613300,-0.789800,-0.004843
-0.273300,0.355200,0.133000,-0.959800,0.280600,0.000000
0.301800,-0.130500,-0.438300,0.002965,1.000000,-0.003479
0.341000,-0.030600,0.897600,0.982500,-0.037050,0.182300
0.256600,0.375800,0.456400,0.424500,0.905400,0.007325
-0.258000,0.174800,-0.735700,-0.126600,0.982200,-0.139000
-0.183200,-0.130500,0.208500,0.000000,1.000000,0.000000
-0.194000,0.368700,-0.316000,-0.000232,0.997900,-0.065160
0.129400,0.397500,0.868400,-0.005601,0.129000,0.991600
-0.339000,-0.242100,-0.714300,-0.943000,-0.272500,-0.190800
0.070760,-0.009191,-0.104100,0.978300,-0.204600,0.033730
0.183600,0.195000,-0.676200,0.046200,0.986900,-0.154700
-0.351000,-0.259900,0.556900,-0.542200,-0.832300,0.115700
-0.032300,-0.073280,0.970200,-0.014700,-0.135300,0.990700
-0.151100,0.384300,0.467300,0.045790,-0.998700,-0.022130
0.129400,-0.119700,0.607500,0.030900,0.998700,-0.039650
0.010810,-0.130500,-0.643100,0.015390,0.999900,0.000000
-0.241300,0.371800,0.844800,-0.639400,0.328600,0.695200
0.308600,0.197400,0.143800,-0.971400,-0.237500,0.000010
-0.341200,0.108900,0.370200,-0.991900,0.127300,-0.001092
0.333500,-0.202000,-0.760100,0.986900,-0.119200,-0.109100
0.079410,0.078120,0.341600,-0.509100,-0.130200,0.850800
-0.260800,0.084100,-0.044080,0.332600,0.211600,-0.919000
0.043140,0.390700,0.186900,-0.024570,-0.999600,0.010520
0.075460,0.199700,-0.373100,-0.005142,0.994700,-0.102400
-0.335800,0.005209,0.912500,-0.918900,0.295300,0.261500
0.339800,0.119500,0.618000,0.979200,0.202800,0.009603
0.399200,0.193600,-0.363900,0.338400,-0.653500,-0.677100
-0.189000,-0.068440,-0.951300,0.475900,0.341200,0.810600
-0.197700,0.105500,-0.448400,-0.017950,0.070840,0.997300
-0.000016,0.151400,-0.902800,-0.001923,0.885800,-0.464100
0.318700,-0.130700,-0.017890,0.620300,-0.784300,0.008811
0.325300,0.073710,-0.892800,0.681800,0.691300,-0.239100
-0.032350,-0.130100,-0.341300,0.002538,1.000000,0.002585
-0.032380,0.384500,-0.093590,0.010260,-0.999100,0.042030
0.344500,-0.264600,0.509600,0.179900,-0.971100,-0.157000
-0.097000,-0.125600,0.467500,-0.000001,0.999200,-0.039680
0.086250,0.174700,0.683500,0.000000,-0.215000,-0.976600
-0.416700,0.200300,-0.344700,-0.772600,-0.513600,0.373300
0.000034,0.184600,0.934700,-0.001570,0.017050,-0.999900
0.064690,-0.130500,0.143800,0.000000,1.000000,0.000000
0.345800,0.122000,-0.096750,0.914900,0.403000,-0.023960
0.297500,0.213700,0.913900,0.497400,0.442300,0.746300
-0.150900,-0.132600,-0.125700,0.000000,-1.000000,0.000000
-0.032200,0.386000,0.682700,-0.039050,0.999100,0.018380
-0.295300,0.279900,0.628900,-0.959900,0.280300,-0.000012
0.324000,0.087980,0.380900,-0.996000,0.080050,-0.039490
-0.237600,-0.106100,-0.546100,0.999400,-0.035160,0.000000
0.277900,0.337600,0.686400,0.964700,0.263400,0.000004
0.108000,0.210100,-0.030010,0.129100,-0.989900,-0.057870
0.237200,0.020370,-0.274600,0.000000,0.739600,-0.673000
-0.064660,-0.114900,0.737000,-0.000004,0.999200,-0.039670
-0.064650,0.202500,-0.610500,0.002428,0.997000,-0.077470
0.247800,0.365000,-0.395000,0.118100,0.992100,-0.042430
-0.352800,-0.030740,0.575000,-0.999700,-0.021590,-0.011770
-0.129300,0.189400,0.348100,-0.000346,-0.997900,0.064130
-0.323600,-0.122600,0.023740,0.853500,0.520400,-0.027480
0.349700,0.062150,-0.621400,0.953900,-0.293700,-0.061410
-0.312500,-0.032090,-0.768500,0.014340,0.573800,-0.818900
-0.274700,0.341100,-0.082700,0.804900,-0.593300,0.008653
0.118600,-0.127900,0.391800,0.030930,0.998700,-0.039660
0.323500,-0.125000,0.706700,-0.968500,0.199500,-0.148900
-0.312500,-0.116900,0.384700,-0.000827,0.025250,-0.999700
-0.325000,0.044860,0.154600,0.999900,0.015410,-0.000001
0.129400,-0.113600,0.822800,0.000000,-0.999200,0.039650
0.234900,0.379800,0.067010,0.109100,0.993500,-0.033340
-0.043110,0.064680,-0.269400,-0.011640,0.437600,0.899100
-0.323100,-0.128600,0.754200,-0.895500,-0.441600,0.056120
0.122600,-0.026970,-0.438400,0.002543,0.060120,0.998200
-0.205100,0.175100,0.932100,0.001147,0.233200,-0.972400
0.075490,0.372300,-0.265500,0.007406,0.995100,-0.098630
-0.290500,0.105600,-0.932900,0.041220,0.996500,0.072030
-0.086240,0.011400,0.101800,0.004287,0.722600,-0.691300
0.204800,0.009251,0.103900,-0.010310,-0.728900,0.684500
-0.349400,0.083410,-0.579400,-0.924400,0.381200,0.015210
0.055870,0.390300,0.459700,0.057590,0.998100,0.022780
-0.090950,0.192300,-0.013540,0.415300,-0.096860,0.904500
-0.333300,0.142000,0.769000,-0.989900,0.140900,0.016160
-0.282500,0.313600,0.328000,0.951400,-0.308000,0.003137
0.248000,-0.253500,-0.589400,-0.105400,-0.923900,0.367800
0.150900,-0.130500,-0.783200,0.015460,0.999900,0.000000
0.194000,0.238300,0.329200,0.000008,0.272700,-0.962100
0.129700,0.045460,0.945100,-0.018450,-0.064710,0.997700
-0.053900,0.318800,-0.444900,-0.002535,-0.535000,0.844800
-0.075440,-0.132600,-0.815600,0.000000,-1.000000,0.000000
-0.256700,0.286100,-0.473000,0.011260,0.563900,-0.825800
-0.000004,0.008209,0.563800,0.000049,0.995800,0.092010
0.247900,0.110200,-0.451300,0.000001,-0.078240,-0.996900
0.312600,-0.036580,0.520200,0.000270,-0.989100,0.147000
0.194100,-0.132600,-0.168800,0.000000,-1.000000,0.000000
-0.215600,0.020170,-0.223000,0.000000,0.996900,0.079040
-0.318600,0.176400,-0.191700,-0.580200,0.814500,-0.000841
-0.172500,0.010000,0.325700,0.000000,-0.252800,0.967500
-0.183300,-0.108300,0.876900,-0.012870,0.999200,-0.037110
-0.100900,0.388500,0.077990,0.018530,-0.999800,0.007832
-0.064650,0.391300,0.868100,-0.001361,-0.033700,0.999400
0.151600,0.066480,-0.939900,-0.093820,-0.111800,0.989300
-0.021550,-0.086190,0.294700,-0.000004,1.000000,0.000000
-0.021590,-0.129800,-0.007098,-0.010300,0.999900,-0.002603
0.239400,0.023260,-0.750900,0.999900,-0.007761,-0.007713
-0.097110,0.039070,-0.091640,-0.123300,-0.260300,0.957600
0.289500,-0.093990,-0.894100,0.463100,-0.224400,-0.857400
-0.344100,0.023270,-0.414600,0.999500,-0.029840,0.005254
-0.032290,0.045090,-0.443400,0.037660,-0.037550,0.998600
0.338000,0.040820,0.205800,-0.518600,-0.855000,-0.004882
0.268000,0.368600,0.233700,0.823700,0.566800,0.014340
-0.135900,0.388800,0.295100,0.057010,-0.998200,-0.018050
0.232600,0.022990,0.703900,-0.994900,0.015470,0.099730
0.217700,0.186600,-0.281500,0.422000,0.337300,-0.841500
-0.324000,0.131000,0.542700,0.999900,-0.015470,0.000001
0.150900,-0.132600,-0.007086,0.000000,-1.000000,0.000000
-0.342800,-0.062540,-0.136500,-0.990500,-0.137200,0.000000
0.322000,-0.124000,-0.275000,-0.850900,0.525400,-0.000176
-0.097050,0.177000,-0.773000,0.022260,-0.987100,0.158400
0.237300,-0.052160,-0.589200,-1.000000,0.000000,0.000000
-0.212300,0.009638,0.503300,0.309800,-0.928600,-0.204300
0.172500,0.252300,-0.492700,0.000038,0.557800,-0.830000
0.226400,0.004359,-0.060120,-0.000010,0.235100,-0.972000
-0.126400,0.090460,-0.983500,-0.431400,-0.100000,-0.896600
0.140300,0.381800,0.596600,-0.044480,-0.998800,-0.022690
-0.313400,0.190800,0.230100,-0.944900,0.327300,-0.000102
0.204800,-0.017540,0.318400,0.002884,-0.261900,0.965100
0.306700,0.229600,0.488800,-0.960400,-0.278600,0.000000
0.172500,-0.130100,-0.330500,0.000018,1.000000,0.007716
0.319400,0.187100,0.758300,-0.957700,-0.287800,-0.000012
-0.010170,-0.015000,-0.971200,-0.012020,0.750100,-0.661200
-0.107800,0.190400,-0.336900,0.000307,-0.748200,-0.663500
-0.204800,-0.085190,0.661200,-0.004403,1.000000,0.000000
0.122100,0.392600,-0.068130,-0.038250,0.726600,0.686000
-0.172500,-0.085190,-0.405900,-0.012880,0.999900,-0.001790
-0.139900,0.035310,0.943700,-0.009641,-0.166700,0.986000
-0.053890,-0.130000,-0.503000,0.012800,0.999900,-0.002539
